S.No,Player,Nation,Pos,Squad,Comp,Age,Born,Matches,Min,Goals,Assist,G+A,CrdY,CrdR,FK,Tkl%,Lost,Pass
2254,Oriol Romeu,es ESP,MF,Girona,es La Liga,32,1991,25,1356,0,0,0,5,0,0,53.8,12,14
2255,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29,1994,25,1562,3,1,4,5,0,0,62.8,16,21
2256,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33,1991,36,3058,4,4,8,5,0,0,45.5,36,33
2257,Vitor Roque,br BRA,FW,Betis,es La Liga,19,2005,22,1235,4,0,4,4,0,0,20,4,5
2258,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27,1997,29,1775,3,1,4,6,1,0,55,9,8
2259,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22,2002,26,1734,2,2,4,3,0,0,68.1,15,19
2260,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21,2003,25,1249,1,0,1,2,0,0,73.7,5,8
2261,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27,1996,32,2595,1,2,3,8,0,0,63.2,25,25
2262,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,19,2004,26,1670,3,3,6,4,1,0,56.9,22,36
2263,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23,2001,11,972,0,0,0,3,0,0,100,0,2
2264,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23,2001,18,1212,1,0,1,1,0,0,66.7,5,9
2265,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20,2004,5,210,0,0,0,0,0,0,0,1,2
2266,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31,1993,7,136,0,0,0,0,0,0,0,2,0
2267,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22,2001,33,2718,0,3,3,13,0,2,51.9,38,15
2268,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21,2003,28,807,3,3,6,2,0,0,42.9,8,3
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,1994,38,3406,1,3,4,2,0,0,64,9,17
2270,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17,2006,1,8,0,0,0,0,0,0,0,1,0
2271,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,1993,29,2291,0,0,0,3,0,0,73.3,4,8
2272,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22,2002,30,1751,0,3,3,2,0,0,64.1,14,26
2273,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,1996,29,1313,1,3,4,5,0,0,53.2,22,15
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24,2000,23,1346,4,0,4,3,0,0,40,3,5
2275,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21,2003,1,18,0,0,0,0,0,0,,0,1
2276,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28,1996,30,1923,4,5,9,1,0,0,44.7,26,22
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32,1992,34,3060,0,0,0,1,0,0,50,4,1
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,2002,28,1656,5,3,8,2,0,0,38.9,22,17
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32,1992,14,1260,0,0,0,0,0,0,50,1,0
2280,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26,1997,29,2259,2,3,5,6,1,0,56.8,19,27
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31,1992,28,2520,0,0,0,2,0,0,0,1,0
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,29,2609,0,0,0,2,0,0,100,0,0
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24,1999,18,900,3,2,5,1,0,0,50,10,14
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31,1993,22,1581,0,1,1,1,0,0,75,8,17
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26,1997,15,653,0,0,0,1,0,0,62.5,3,2
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31,1993,34,2058,0,2,2,3,0,0,38.5,32,21
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30,1994,26,1616,1,0,1,3,0,0,59.3,11,13
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29,1995,16,1233,0,1,1,1,0,0,47.4,10,10
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,1997,16,825,5,0,5,4,0,0,66.7,2,7
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,1997,7,227,0,0,0,1,0,0,50,1,2
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25,1999,22,1389,7,3,10,4,0,0,51.4,17,11
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25,1999,1,90,0,0,0,0,0,0,100,0,0
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27,1996,23,1690,1,0,1,4,1,0,55,9,9
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25,1999,10,879,0,0,0,0,0,0,,0,1
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25,1999,27,2141,2,0,2,10,0,0,59.1,18,11
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20,2004,3,140,0,0,0,1,0,0,100,0,1
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23,2001,30,1293,3,3,6,1,0,0,37.5,5,13
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29,1995,24,905,3,0,3,4,0,0,46.2,7,6
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25,1998,16,1018,1,0,1,3,0,0,48.5,17,12
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22,2001,25,1729,6,10,16,3,0,1,54.2,11,22
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16,2008,1,1,0,0,0,0,0,0,,0,0
2302,Marco Sala,it ITA,DF,Como,it Serie A,25,1999,8,261,0,0,0,3,0,0,62.5,3,2
2303,Marco Sala,it ITA,DF,Lecce,it Serie A,25,1999,2,72,0,0,0,0,0,0,0,1,1
2304,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22,2001,12,358,1,1,2,0,0,0,16.7,5,2
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32,1992,38,3371,29,18,47,1,0,1,47.1,9,12
2306,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22,2002,3,152,0,1,1,0,0,0,,0,0
2307,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24,2000,17,373,0,0,0,0,0,1,0,3,1
2308,Jan Salas,es ESP,"MF,FW",Mallorca,es La Liga,18,2005,4,43,0,0,0,0,0,0,100,0,0
2309,Kike Salas,es ESP,DF,Sevilla,es La Liga,22,2002,31,2238,3,2,5,6,0,0,58.7,19,12
2310,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27,1996,30,2314,2,1,3,4,0,0,51,24,30
2311,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23,2001,35,3039,2,0,2,2,1,0,75,7,10
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25,1999,15,1023,1,0,1,2,0,0,81.3,3,2
2313,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27,1997,2,46,0,0,0,0,0,0,,0,0
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31,1992,13,797,0,0,0,3,0,0,76.9,3,4
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22,2002,31,1169,2,1,3,3,0,3,48,13,8
2316,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28,1996,8,290,0,0,0,0,0,0,50,2,2
2317,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28,1995,2,33,0,0,0,0,0,0,,0,0
2318,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28,1995,27,1149,2,3,5,4,0,0,21.4,11,8
2319,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30,1994,17,1529,0,0,0,3,0,0,50,1,0
2320,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30,1994,15,1350,0,0,0,1,0,0,,0,0
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24,1999,22,1471,0,2,2,4,0,0,71.4,4,12
2322,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27,1996,17,387,0,0,0,0,0,4,100,0,3
2323,Chuky san jose,es ESP,MF,Valladolid,es La Liga,20,2004,18,728,2,0,2,1,0,0,22.2,7,3
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28,1996,26,1318,2,1,3,2,0,0,25,3,5
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,29,1620,15,1,16,2,0,1,35.7,9,10
2326,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35,1988,13,437,0,0,0,0,0,0,14.3,6,5
2327,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27,1997,33,1395,0,0,0,3,0,0,38.9,22,14
2328,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31,1992,32,1404,2,1,3,4,0,2,44.4,15,15
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27,1997,25,2026,2,0,2,6,0,5,65.4,9,11
2330,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20,2003,32,1722,4,4,8,6,1,0,59.3,24,25
2331,Manu Sánchez,es ESP,DF,Alavés,es La Liga,23,2000,33,2634,1,0,1,6,1,0,59.4,28,39
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26,1997,32,2880,0,0,0,5,0,0,0,1,0
2333,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24,2000,31,1764,3,4,7,2,0,0,41.7,7,11
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26,1998,27,1400,1,0,1,2,0,0,43.5,13,9
2335,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24,2000,7,453,0,0,0,1,0,0,100,0,4
2336,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28,1996,30,1637,11,5,16,2,0,2,52.2,11,8
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22,2002,16,1244,3,0,3,4,1,0,58.8,7,6
2338,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26,1997,13,590,0,1,1,3,0,0,47.1,9,6
2339,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18,2006,26,1158,0,2,2,3,0,0,75,3,4
2340,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23,2001,16,754,1,1,2,0,0,0,28.6,5,1
2341,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23,2000,34,3043,0,0,0,3,0,0,48.1,27,52
2342,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29,1994,6,235,3,0,3,0,0,0,33.3,2,3
2343,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,32,1991,5,65,0,0,0,1,0,2,,0,0
2344,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29,1995,13,927,0,0,0,1,0,0,59.1,9,11
2345,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29,1995,10,482,0,1,1,1,0,0,54.5,5,6
2346,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20,2004,19,372,0,0,0,5,0,0,50,5,4
2347,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20,2004,32,2855,10,3,13,8,0,0,58.6,36,32
2348,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21,2003,9,765,0,0,0,0,0,0,,0,0
2349,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22,2002,7,404,0,0,0,1,0,0,66.7,3,2
2350,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32,1992,23,814,3,2,5,3,0,2,62.5,6,10
2351,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22,2002,1,9,0,0,0,0,0,0,,0,0
2352,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23,2001,32,1907,4,1,5,1,0,0,50,5,15
2353,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26,1998,38,2711,8,6,14,4,0,0,32,17,19
2354,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25,1999,21,1385,0,0,0,0,0,0,59.3,11,9
2355,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,18,2005,27,2365,0,1,1,4,0,0,66.7,8,6
2356,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23,2001,7,88,0,0,0,0,0,0,100,0,0
2357,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22,2002,12,1080,0,0,0,1,0,0,,0,0
2358,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32,1991,31,2363,2,5,7,4,1,13,41.9,25,15
2359,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20,2004,29,1766,1,8,9,3,0,1,52.6,9,12
2360,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21,2003,28,1724,2,1,3,5,0,0,52,12,9
2361,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22,2002,1,3,0,0,0,0,0,0,,0,0
2362,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21,2002,32,2578,0,0,0,6,0,0,58.7,19,24
2363,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20,2003,6,272,0,0,0,2,0,0,55.6,4,0
2364,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25,1999,1,6,0,0,0,0,0,0,,0,0
2365,Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18,2005,15,665,0,0,0,1,0,0,63.6,8,12
2366,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20,2004,3,34,0,1,1,0,0,0,,0,0
2367,Kevin Schade,de GER,FW,Brentford,eng Premier League,22,2001,38,2293,11,2,13,3,0,0,56.5,10,15
2368,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25,1999,26,1534,1,1,2,3,0,0,61,16,27
2369,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32,1991,34,2934,4,0,4,9,1,5,40,21,13
2370,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1996,31,1684,21,0,21,4,0,0,20,4,8
2371,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30,1994,13,247,0,0,0,1,0,0,50,1,1
2372,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21,2002,16,1122,0,0,0,2,0,0,63.2,7,9
2373,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26,1997,4,181,0,0,0,1,0,0,42.9,4,7
2374,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27,1997,18,1297,3,1,4,4,1,0,75,4,7
2375,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24,1999,23,1982,0,4,4,7,2,1,60,18,16
2376,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,31,1992,12,103,0,0,0,0,0,0,0,3,6
2377,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24,2000,32,2834,5,4,9,4,0,2,47.1,27,39
2378,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26,1998,9,205,0,1,1,0,0,0,57.1,3,0
2379,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25,1999,33,2681,4,3,7,8,0,0,34.5,38,32
2380,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,29,1995,12,306,0,0,0,3,0,0,25,6,4
2381,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32,1992,6,540,0,0,0,0,0,0,,0,0
2382,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,25,1998,25,1153,3,3,6,1,0,4,38.9,11,12
2383,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20,2003,20,755,0,0,0,3,0,1,45.2,23,13
2384,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28,1996,13,1170,0,0,0,0,0,0,0,1,0
2385,Simone Scuffet,it ITA,GK,Napoli,it Serie A,28,1996,1,90,0,0,0,0,0,0,,0,0
2386,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21,2003,13,190,0,0,0,0,0,0,66.7,1,2
2387,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32,1991,9,594,0,0,0,1,1,0,80,2,1
2388,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19,2005,1,90,0,0,0,0,0,0,,0,0
2389,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24,2000,11,803,0,0,0,4,0,0,80,3,7
2390,Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,de Bundesliga,23,2001,30,2084,0,0,0,2,0,0,50,25,33
2391,Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,21,2002,15,887,0,0,0,1,0,0,41.2,10,11
2392,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32,1992,38,3420,0,0,0,4,0,0,100,0,0
2393,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,30,1993,34,2886,0,4,4,8,0,0,59.6,23,22
2394,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24,2000,37,3203,11,5,16,9,0,0,37.2,27,58
2395,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23,2001,10,227,0,0,0,3,0,0,50,6,4
2396,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27,1997,17,1106,0,0,0,5,0,0,45.2,17,9
2397,Stefano Sensi,it ITA,MF,Monza,it Serie A,28,1995,12,274,1,0,1,0,0,1,83.3,1,2
2398,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27,1997,22,1376,2,1,3,4,1,0,38.5,16,15
2399,Sergi,es ESP,DF,Leganés,es La Liga,32,1992,36,2957,2,0,2,2,1,0,56.3,14,9
2400,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21,2003,4,112,0,0,0,0,0,0,33.3,2,4
2401,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21,2003,33,2380,13,5,18,2,1,0,27.3,8,11
2402,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24,2000,16,580,4,2,6,1,0,0,45,11,12
2403,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,31,1992,31,1098,3,4,7,2,0,1,50,6,4
2404,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29,1995,7,349,0,0,0,1,0,0,100,0,5
2405,Alen Sherri,al ALB,GK,Cagliari,it Serie A,26,1997,7,621,0,0,0,0,0,0,50,1,0
2406,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29,1995,27,1097,4,4,8,1,0,0,50,3,9
2407,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32,1992,28,2101,0,3,3,1,0,1,62,19,8
2408,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21,2003,27,762,2,2,4,2,0,0,30,7,4
2409,Benjamin Siegrist,ch SUI,GK,Genoa,it Serie A,32,1992,2,152,0,0,0,0,0,0,,0,0
2410,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28,1995,29,2402,5,1,6,4,0,2,48.2,29,25
2411,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24,2000,16,1182,0,0,0,4,0,0,41.2,10,13
2412,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19,2005,1,1,0,0,0,0,0,0,100,0,0
2413,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22,2002,21,801,2,0,2,2,0,0,53.8,6,11
2414,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,28,1995,7,375,1,0,1,1,0,0,0,1,2
2415,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,28,1995,8,132,1,2,3,0,0,1,0,1,1
2416,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29,1994,33,2670,4,4,8,7,0,0,44.6,31,29
2417,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27,1997,27,1929,0,6,6,3,0,2,52.3,21,18
2418,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22,2002,24,1866,10,3,13,7,0,0,28.6,10,12
2419,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,24,1999,31,854,3,1,4,5,0,0,22.2,21,8
2420,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18,2006,2,30,0,0,0,0,0,0,33.3,4,0
2421,Rui Silva,pt POR,GK,Betis,es La Liga,30,1994,15,1350,0,0,0,1,0,0,0,1,1
2422,Marco Silvestri,it ITA,GK,Empoli,it Serie A,33,1991,5,450,0,0,0,0,0,0,0,2,0
2423,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23,2001,27,1238,7,2,9,2,0,0,36.4,7,8
2424,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24,2000,1,54,0,0,0,0,0,0,,0,0
2425,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29,1995,30,419,1,1,2,1,0,0,16.7,5,7
2426,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,21,2002,33,1926,2,6,8,4,0,0,50,15,19
2427,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29,1995,32,2609,8,10,18,2,0,2,31.8,15,11
2428,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27,1997,21,1890,0,0,0,0,0,0,,0,1
2429,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21,2003,25,2150,10,6,16,5,0,4,46.2,14,16
2430,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,18,2005,2,96,0,0,0,1,0,0,0,1,0
2431,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,27,1997,26,1250,2,2,4,3,0,3,42.9,8,11
2432,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,24,1999,34,2299,5,8,13,5,0,0,47.8,12,14
2433,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,23,2000,27,2096,1,2,3,4,0,0,71.4,8,8
2434,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25,1999,12,236,1,1,2,0,0,0,0,4,3
2435,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29,1995,2,91,0,0,0,0,0,0,33.3,2,1
2436,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,36,1988,1,59,0,0,0,0,0,0,,0,0
2437,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,28,1995,13,614,0,0,0,2,0,0,81.8,2,2
2438,Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,19,2005,1,3,0,0,0,0,0,0,100,0,0
2439,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,28,1995,20,819,3,1,4,1,0,0,40,3,8
2440,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,26,1997,32,2610,2,1,3,11,1,0,53.3,21,28
2441,Niama Sissoko,ml MLI,"FW,MF",Reims,fr Ligue 1,18,2005,4,47,0,0,0,0,0,0,,0,1
2442,Antonio Sivera,es ESP,GK,Alavés,es La Liga,27,1996,32,2810,0,0,0,6,1,0,100,0,1
2443,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,27,1996,33,1164,0,2,2,1,0,0,52.6,9,7
2444,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29,1995,30,2231,1,2,3,6,0,0,40.9,26,23
2445,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,23,2000,24,1129,0,0,0,8,0,0,60,6,16
2446,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,24,1999,16,1227,1,0,1,4,0,0,68.2,7,2
2447,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,24,1999,11,927,0,0,0,0,1,0,66.7,2,8
2448,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33,1991,27,2364,0,0,0,1,0,0,33.3,2,0
2449,Andreas Skov Olsen,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,24,1999,12,535,1,1,2,0,0,0,100,0,4
2450,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28,1996,15,852,2,2,4,1,0,2,50,10,7
2451,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,29,1995,5,382,0,0,0,1,0,0,100,0,1
2452,Steven Skrzybski,de GER,"MF,FW",Holstein Kiel,de Bundesliga,31,1992,24,1323,6,3,9,0,0,0,29.2,17,16
2453,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22,2002,1,5,0,0,0,0,0,0,,0,0
2454,William Smallbone,ie IRL,MF,Southampton,eng Premier League,24,2000,18,690,1,0,1,1,0,1,31.8,15,8
2455,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33,1991,25,1590,0,0,0,7,0,0,51.9,13,8
2456,Eric Smith,se SWE,"DF,MF",St. Pauli,de Bundesliga,27,1997,32,2827,1,1,2,7,0,11,57.5,17,27
2457,Justin Smith,ca CAN,MF,Espanyol,es La Liga,21,2003,5,209,0,0,0,0,0,0,66.7,2,4
2458,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24,2000,34,2043,6,3,9,3,0,0,33.3,16,20
2459,Ivan Smolčić,hr CRO,DF,Como,it Serie A,23,2000,9,630,0,0,0,2,0,0,69.2,4,6
2460,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29,1995,10,95,0,0,0,2,0,0,0,2,1
2461,Simon Sohm,ch SUI,MF,Parma,it Serie A,23,2001,37,2989,4,0,4,6,0,0,45.7,19,8
2462,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25,1999,19,1029,0,1,1,4,0,0,36,16,8
2463,Arnau Solà,es ESP,MF,Villarreal,es La Liga,21,2003,1,13,0,0,0,0,0,0,0,2,0
2464,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,26,1997,27,2201,9,3,12,0,0,0,25,12,11
2465,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,25,1998,21,760,0,0,0,2,0,0,50,3,0
2466,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,27,1997,31,1409,1,1,2,6,0,1,30.4,16,13
2467,Julio Soler,ar ARG,"DF,FW",Bournemouth,eng Premier League,19,2005,3,11,0,0,0,0,0,0,100,0,1
2468,Oumar Solet,fr FRA,DF,Udinese,it Serie A,24,2000,19,1672,1,2,3,3,1,1,70,9,13
2469,Jhon Solis,co COL,MF,Girona,es La Liga,19,2004,19,535,1,0,1,3,0,0,42.9,8,12
2470,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,27,1997,1,28,0,0,0,0,0,0,,0,0
2471,Yann Sommer,ch SUI,GK,Inter,it Serie A,35,1988,32,2880,0,0,0,0,0,0,,0,0
2472,David Soria,es ESP,GK,Getafe,es La Liga,31,1993,38,3420,0,0,0,2,0,0,80,1,0
